,year,prizename,nominationstatement,films,charactor,songtitle,publicnote,Ccodetyp,win
9720,2017,ACTOR IN A LEADING ROLE,Daniel Kaluuya,Get Out,"{""Chris Washington""}",,,actingorsimilar,0
9721,2017,ACTOR IN A LEADING ROLE,Gary Oldman,Darkest Hour,"{""Winston Churchill""}",,,actingorsimilar,1
9722,2017,ACTOR IN A LEADING ROLE,Denzel Washington,"Roman J. Israel, Esq.","{""Roman J. Israel, Esq.""}",,,actingorsimilar,0
9723,2017,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,The Florida Project,"{""Bobby""}",,,actingorsimilar,0
9724,2017,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri","{""Willoughby""}",,,actingorsimilar,0
9725,2017,ACTOR IN A SUPPORTING ROLE,Richard Jenkins,The Shape of Water,"{""Giles""}",,,actingorsimilar,0
9726,2017,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,All the Money in the World,"{""J. Paul Getty""}",,,actingorsimilar,0
9727,2017,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri","{""Dixon""}",,,actingorsimilar,1
9728,2017,ACTRESS IN A LEADING ROLE,Sally Hawkins,The Shape of Water,"{""Elisa Esposito""}",,,actingorsimilar,0
9729,2017,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri","{""Mildred""}",,,actingorsimilar,1
9730,2017,ACTRESS IN A LEADING ROLE,Margot Robbie,"I, Tonya","{""Tonya Harding""}",,,actingorsimilar,0
9731,2017,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Lady Bird,"{""Lady Bird McPherson""}",,,actingorsimilar,0
9732,2017,ACTRESS IN A LEADING ROLE,Meryl Streep,The Post,"{""Kay Graham""}",,,actingorsimilar,0
9733,2017,ACTRESS IN A SUPPORTING ROLE,Mary J. Blige,Mudbound,"{""Florence Jackson""}",,,actingorsimilar,0
9734,2017,ACTRESS IN A SUPPORTING ROLE,Allison Janney,"I, Tonya","{""LaVona""}",,,actingorsimilar,1
9735,2017,ACTRESS IN A SUPPORTING ROLE,Lesley Manville,Phantom Thread,"{""Cyril""}",,,actingorsimilar,0
9736,2017,ACTRESS IN A SUPPORTING ROLE,Laurie Metcalf,Lady Bird,"{""Marion McPherson""}",,,actingorsimilar,0
9737,2017,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,The Shape of Water,"{""Zelda Fuller""}",,,actingorsimilar,0
9738,2017,ANIMATED FEATURE FILM,Tom McGrath and Ramsey Naito,The Boss Baby,,,,other,0
9739,2017,ANIMATED FEATURE FILM,Nora Twomey and Anthony Leo,The Breadwinner,,,,other,0
9740,2017,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,Coco,,,,other,1
9741,2017,ANIMATED FEATURE FILM,Carlos Saldanha and Lori Forte,Ferdinand,,,,other,0
9742,2017,ANIMATED FEATURE FILM,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",Loving Vincent,,,,other,0
9743,2017,CINEMATOGRAPHY,Roger A. Deakins,Blade Runner 2049,,,,actingorsimilar,1
9744,2017,CINEMATOGRAPHY,Bruno Delbonnel,Darkest Hour,,,,actingorsimilar,0
9745,2017,CINEMATOGRAPHY,Hoyte van Hoytema,Dunkirk,,,,actingorsimilar,0
9746,2017,CINEMATOGRAPHY,Rachel Morrison,Mudbound,,,,actingorsimilar,0
9747,2017,CINEMATOGRAPHY,Dan Laustsen,The Shape of Water,,,,actingorsimilar,0
9748,2017,COSTUME DESIGN,Jacqueline Durran,Beauty and the Beast,,,,actingorsimilar,0
9749,2017,COSTUME DESIGN,Jacqueline Durran,Darkest Hour,,,,actingorsimilar,0
9750,2017,COSTUME DESIGN,Mark Bridges,Phantom Thread,,,,actingorsimilar,1
9751,2017,COSTUME DESIGN,Luis Sequeira,The Shape of Water,,,,actingorsimilar,0
9752,2017,COSTUME DESIGN,Consolata Boyle,Victoria & Abdul,,,,actingorsimilar,0
9753,2017,DIRECTING,Christopher Nolan,Dunkirk,,,,actingorsimilar,0
9754,2017,DIRECTING,Jordan Peele,Get Out,,,,actingorsimilar,0
9755,2017,DIRECTING,Greta Gerwig,Lady Bird,,,,actingorsimilar,0
9756,2017,DIRECTING,Paul Thomas Anderson,Phantom Thread,,,,actingorsimilar,0
9757,2017,DIRECTING,Guillermo del Toro,The Shape of Water,,,,actingorsimilar,1
9758,2017,DOCUMENTARY (Feature),"Steve James, Mark Mitten and Julie Goldman",Abacus: Small Enough to Jail,,,,actingorsimilar,0
9759,2017,DOCUMENTARY (Feature),"Agnès Varda, JR and Rosalie Varda",Faces Places,,,,actingorsimilar,0
9760,2017,DOCUMENTARY (Feature),Bryan Fogel and Dan Cogan,Icarus,,,,actingorsimilar,1
9761,2017,DOCUMENTARY (Feature),"Feras Fayyad, Kareem Abeed and Søren Steen Jespersen",Last Men in Aleppo,,,,actingorsimilar,0
9762,2017,DOCUMENTARY (Feature),Yance Ford and Joslyn Barnes,Strong Island,,,,actingorsimilar,0
9763,2017,DOCUMENTARY (Short Subject),Laura Checkoway and Thomas Lee Wright,Edith+Eddie,,,,actingorsimilar,0
9764,2017,DOCUMENTARY (Short Subject),Frank Stiefel,Heaven Is a Traffic Jam on the 405,,,,actingorsimilar,1
9765,2017,DOCUMENTARY (Short Subject),Elaine McMillion Sheldon and Kerrin Sheldon,Heroin(e),,,,actingorsimilar,0
9766,2017,DOCUMENTARY (Short Subject),Thomas Lennon,Knife Skills,,,,actingorsimilar,0
9767,2017,DOCUMENTARY (Short Subject),Kate Davis and David Heilbroner,Traffic Stop,,,,actingorsimilar,0
9768,2017,FILM EDITING,Paul Machliss and Jonathan Amos,Baby Driver,,,,actingorsimilar,0
9769,2017,FILM EDITING,Lee Smith,Dunkirk,,,,actingorsimilar,1
9770,2017,FILM EDITING,Tatiana S. Riegel,"I, Tonya",,,,actingorsimilar,0
9771,2017,FILM EDITING,Sidney Wolinsky,The Shape of Water,,,,actingorsimilar,0
9772,2017,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri",,,,actingorsimilar,0
9773,2017,FOREIGN LANGUAGE FILM,Chile,A Fantastic Woman,,,,actingorsimilar,1
9774,2017,FOREIGN LANGUAGE FILM,Lebanon,The Insult,,,,actingorsimilar,0
9775,2017,FOREIGN LANGUAGE FILM,Russia,Loveless,,,,actingorsimilar,0
9776,2017,FOREIGN LANGUAGE FILM,Hungary,On Body and Soul,,,,actingorsimilar,0
9777,2017,FOREIGN LANGUAGE FILM,Sweden,The Square,,,,actingorsimilar,0
9778,2017,MAKEUP AND HAIRSTYLING,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",Darkest Hour,,,,other,1
9779,2017,MAKEUP AND HAIRSTYLING,Daniel Phillips and Lou Sheppard,Victoria & Abdul,,,,other,0
9780,2017,MAKEUP AND HAIRSTYLING,Arjen Tuiten,Wonder,,,,other,0
9781,2017,MUSIC (Original Score),Hans Zimmer,Dunkirk,,,,other,0
9782,2017,MUSIC (Original Score),Jonny Greenwood,Phantom Thread,,,,other,0
9783,2017,MUSIC (Original Score),Alexandre Desplat,The Shape of Water,,,,other,1
9784,2017,MUSIC (Original Score),John Williams,Star Wars: The Last Jedi,,,,other,0
9785,2017,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri",,,,other,0
9786,2017,MUSIC (Original Song),"Music and Lyric by Mary J. Blige, Raphael Saadiq and Taura Stinson",Mudbound,,"""Mighty River""",,song,0
9787,2017,MUSIC (Original Song),Music and Lyric by Sufjan Stevens,Call Me by Your Name,,"""Mystery Of Love""",,song,0
9788,2017,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Coco,,"""Remember Me""",,song,1
9789,2017,MUSIC (Original Song),Music by Diane Warren; Lyric by Lonnie R. Lynn and Diane Warren,Marshall,,"""Stand Up For Something""",,song,0
9790,2017,MUSIC (Original Song),Music and Lyric by Benj Pasek and Justin Paul,The Greatest Showman,,"""This Is Me""",,song,0
9791,2017,BEST PICTURE,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me by Your Name,,,,actingorsimilar,0
9792,2017,BEST PICTURE,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Darkest Hour,,,,actingorsimilar,0
9793,2017,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,,,,actingorsimilar,0
9794,2017,BEST PICTURE,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,,,,actingorsimilar,0
9795,2017,BEST PICTURE,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lady Bird,,,,actingorsimilar,0
9796,2017,BEST PICTURE,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Phantom Thread,,,,actingorsimilar,0
9797,2017,BEST PICTURE,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",The Post,,,,actingorsimilar,0
9798,2017,BEST PICTURE,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,,,,actingorsimilar,1
9799,2017,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",,,,actingorsimilar,0
9800,2017,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Beauty and the Beast,,,,other,0
9801,2017,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,Blade Runner 2049,,,,other,0
9802,2017,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Darkest Hour,,,,other,0
9803,2017,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Dunkirk,,,,other,0
9804,2017,PRODUCTION DESIGN,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,The Shape of Water,,,,other,1
9805,2017,SHORT FILM (Animated),Glen Keane and Kobe Bryant,Dear Basketball,,,,other,1
9806,2017,SHORT FILM (Animated),Victor Caire and Gabriel Grapperon,Garden Party,,,,other,0
9807,2017,SHORT FILM (Animated),Dave Mullins and Dana Murray,Lou,,,,other,0
9808,2017,SHORT FILM (Animated),Max Porter and Ru Kuwahata,Negative Space,,,,other,0
9809,2017,SHORT FILM (Animated),Jakob Schuh and Jan Lachauer,Revolting Rhymes,,,,other,0
9810,2017,SHORT FILM (Live Action),Reed Van Dyk,DeKalb Elementary,,,,other,0
9811,2017,SHORT FILM (Live Action),Derin Seale and Josh Lawson,The Eleven O'Clock,,,,other,0
9812,2017,SHORT FILM (Live Action),"Kevin Wilson, Jr.",My Nephew Emmett,,,,other,0
9813,2017,SHORT FILM (Live Action),Chris Overton and Rachel Shenton,The Silent Child,,,,other,1
9814,2017,SHORT FILM (Live Action),Katja Benrath and Tobias Rosen,Watu Wote/All of Us,,,,other,0
9815,2017,SOUND EDITING,Julian Slater,Baby Driver,,,,actingorsimilar,0
9816,2017,SOUND EDITING,Mark Mangini and Theo Green,Blade Runner 2049,,,,actingorsimilar,0
9817,2017,SOUND EDITING,Richard King and Alex Gibson,Dunkirk,,,,actingorsimilar,1
9818,2017,SOUND EDITING,Nathan Robitaille and Nelson Ferreira,The Shape of Water,,,,actingorsimilar,0
9819,2017,SOUND EDITING,Matthew Wood and Ren Klyce,Star Wars: The Last Jedi,,,,actingorsimilar,0
9820,2017,SOUND MIXING,"Julian Slater, Tim Cavagin and Mary H. Ellis",Baby Driver,,,,actingorsimilar,0
9821,2017,SOUND MIXING,"Ron Bartlett, Doug Hemphill and Mac Ruth",Blade Runner 2049,,,,actingorsimilar,0
9822,2017,SOUND MIXING,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Dunkirk,,,,actingorsimilar,1
9823,2017,SOUND MIXING,"Christian Cooke, Brad Zoern and Glen Gauthier",The Shape of Water,,,,actingorsimilar,0
9824,2017,SOUND MIXING,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",Star Wars: The Last Jedi,,,,actingorsimilar,0
9825,2017,VISUAL EFFECTS,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Blade Runner 2049,,,,actingorsimilar,1
9826,2017,VISUAL EFFECTS,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",Guardians of the Galaxy Vol. 2,,,,actingorsimilar,0
9827,2017,VISUAL EFFECTS,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",Kong: Skull Island,,,,actingorsimilar,0
9828,2017,VISUAL EFFECTS,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",Star Wars: The Last Jedi,,,,actingorsimilar,0
9829,2017,VISUAL EFFECTS,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",War for the Planet of the Apes,,,,actingorsimilar,0
9830,2017,WRITING (Adapted Screenplay),Screenplay by James Ivory,Call Me by Your Name,,,,actingorsimilar,1
9831,2017,WRITING (Adapted Screenplay),Screenplay by Scott Neustadter & Michael H. Weber,The Disaster Artist,,,,actingorsimilar,0
9832,2017,WRITING (Adapted Screenplay),Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Logan,,,,actingorsimilar,0
9833,2017,WRITING (Adapted Screenplay),Written for the screen by Aaron Sorkin,Molly's Game,,,,actingorsimilar,0
9834,2017,WRITING (Adapted Screenplay),Screenplay by Virgil Williams and Dee Rees,Mudbound,,,,actingorsimilar,0
9835,2017,WRITING (Original Screenplay),Written by Emily V. Gordon & Kumail Nanjiani,The Big Sick,,,,actingorsimilar,0
9836,2017,WRITING (Original Screenplay),Written by Jordan Peele,Get Out,,,,actingorsimilar,1
9837,2017,WRITING (Original Screenplay),Written by Greta Gerwig,Lady Bird,,,,actingorsimilar,0
9838,2017,WRITING (Original Screenplay),Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,The Shape of Water,,,,actingorsimilar,0
9839,2017,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",,,,actingorsimilar,0
9840,2018,ACTOR IN A LEADING ROLE,Christian Bale,Vice,"{""Dick Cheney""}",,,actingorsimilar,0
9841,2018,ACTOR IN A LEADING ROLE,Bradley Cooper,A Star Is Born,"{""Jack""}",,,actingorsimilar,0
9842,2018,ACTOR IN A LEADING ROLE,Willem Dafoe,At Eternity's Gate,"{""Vincent Van Gogh""}",,,actingorsimilar,0
9843,2018,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,"{""Freddie Mercury""}",,,actingorsimilar,1
9844,2018,ACTOR IN A LEADING ROLE,Viggo Mortensen,Green Book,"{""Tony Lip""}",,,actingorsimilar,0
9845,2018,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Green Book,"{""Dr. Donald Shirley""}",,,actingorsimilar,1
9846,2018,ACTOR IN A SUPPORTING ROLE,Adam Driver,BlacKkKlansman,"{""Flip Zimmerman""}",,,actingorsimilar,0
9847,2018,ACTOR IN A SUPPORTING ROLE,Sam Elliott,A Star Is Born,"{""Bobby""}",,,actingorsimilar,0
9848,2018,ACTOR IN A SUPPORTING ROLE,Richard E. Grant,Can You Ever Forgive Me?,"{""Jack Hock""}",,,actingorsimilar,0
9849,2018,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,Vice,"{""George W. Bush""}",,,actingorsimilar,0
9850,2018,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,Roma,"{""Cleo""}",,,actingorsimilar,0
9851,2018,ACTRESS IN A LEADING ROLE,Glenn Close,The Wife,"{""Joan Castleman""}",,,actingorsimilar,0
9852,2018,ACTRESS IN A LEADING ROLE,Olivia Colman,The Favourite,"{""Queen Anne""}",,,actingorsimilar,1
9853,2018,ACTRESS IN A LEADING ROLE,Lady Gaga,A Star Is Born,"{""Ally""}",,,actingorsimilar,0
9854,2018,ACTRESS IN A LEADING ROLE,Melissa McCarthy,Can You Ever Forgive Me?,"{""Lee Israel""}",,,actingorsimilar,0
9855,2018,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Vice,"{""Lynne Cheney""}",,,actingorsimilar,0
9856,2018,ACTRESS IN A SUPPORTING ROLE,Marina de Tavira,Roma,"{""Sra. Sofia""}",,,actingorsimilar,0
9857,2018,ACTRESS IN A SUPPORTING ROLE,Regina King,If Beale Street Could Talk,"{""Sharon Rivers""}",,,actingorsimilar,1
9858,2018,ACTRESS IN A SUPPORTING ROLE,Emma Stone,The Favourite,"{""Abigail""}",,,actingorsimilar,0
9859,2018,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,The Favourite,"{""Lady Sarah""}",,,actingorsimilar,0
9860,2018,ANIMATED FEATURE FILM,"Brad Bird, John Walker and Nicole Paradis Grindle",Incredibles 2,,,,other,0
9861,2018,ANIMATED FEATURE FILM,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",Isle of Dogs,,,,other,0
9862,2018,ANIMATED FEATURE FILM,Mamoru Hosoda and Yuichiro Saito,Mirai,,,,other,0
9863,2018,ANIMATED FEATURE FILM,"Rich Moore, Phil Johnston and Clark Spencer",Ralph Breaks the Internet,,,,other,0
9864,2018,ANIMATED FEATURE FILM,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,,,,other,1
9865,2018,CINEMATOGRAPHY,Lukasz Zal,Cold War,,,,actingorsimilar,0
9866,2018,CINEMATOGRAPHY,Robbie Ryan,The Favourite,,,,actingorsimilar,0
9867,2018,CINEMATOGRAPHY,Caleb Deschanel,Never Look Away,,,,actingorsimilar,0
9868,2018,CINEMATOGRAPHY,Alfonso Cuarón,Roma,,,,actingorsimilar,1
9869,2018,CINEMATOGRAPHY,Matthew Libatique,A Star Is Born,,,,actingorsimilar,0
9870,2018,COSTUME DESIGN,Mary Zophres,The Ballad of Buster Scruggs,,,,actingorsimilar,0
9871,2018,COSTUME DESIGN,Ruth Carter,Black Panther,,,,actingorsimilar,1
9872,2018,COSTUME DESIGN,Sandy Powell,The Favourite,,,,actingorsimilar,0
9873,2018,COSTUME DESIGN,Sandy Powell,Mary Poppins Returns,,,,actingorsimilar,0
9874,2018,COSTUME DESIGN,Alexandra Byrne,Mary Queen of Scots,,,,actingorsimilar,0
9875,2018,DIRECTING,Spike Lee,BlacKkKlansman,,,,actingorsimilar,0
9876,2018,DIRECTING,Pawel Pawlikowski,Cold War,,,,actingorsimilar,0
9877,2018,DIRECTING,Yorgos Lanthimos,The Favourite,,,,actingorsimilar,0
9878,2018,DIRECTING,Alfonso Cuarón,Roma,,,,actingorsimilar,1
9879,2018,DIRECTING,Adam McKay,Vice,,,,actingorsimilar,0
9880,2018,DOCUMENTARY (Feature),"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Free Solo,,,,actingorsimilar,1
9881,2018,DOCUMENTARY (Feature),"RaMell Ross, Joslyn Barnes and Su Kim","Hale County This Morning, This Evening",,,,actingorsimilar,0
9882,2018,DOCUMENTARY (Feature),Bing Liu and Diane Quon,Minding the Gap,,,,actingorsimilar,0
9883,2018,DOCUMENTARY (Feature),"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",Of Fathers and Sons,,,,actingorsimilar,0
9884,2018,DOCUMENTARY (Feature),Betsy West and Julie Cohen,RBG,,,,actingorsimilar,0
9885,2018,DOCUMENTARY (Short Subject),Ed Perkins and Jonathan Chinn,Black Sheep,,,,actingorsimilar,0
9886,2018,DOCUMENTARY (Short Subject),Rob Epstein and Jeffrey Friedman,End Game,,,,actingorsimilar,0
9887,2018,DOCUMENTARY (Short Subject),Skye Fitzgerald and Bryn Mooser,Lifeboat,,,,actingorsimilar,0
9888,2018,DOCUMENTARY (Short Subject),Marshall Curry,A Night at The Garden,,,,actingorsimilar,0
9889,2018,DOCUMENTARY (Short Subject),Rayka Zehtabchi and Melissa Berton,Period. End of Sentence.,,,,actingorsimilar,1
9890,2018,FILM EDITING,Barry Alexander Brown,BlacKkKlansman,,,,actingorsimilar,0
9891,2018,FILM EDITING,John Ottman,Bohemian Rhapsody,,,,actingorsimilar,1
9892,2018,FILM EDITING,Yorgos Mavropsaridis,The Favourite,,,,actingorsimilar,0
9893,2018,FILM EDITING,Patrick J. Don Vito,Green Book,,,,actingorsimilar,0
9894,2018,FILM EDITING,Hank Corwin,Vice,,,,actingorsimilar,0
9895,2018,FOREIGN LANGUAGE FILM,Lebanon,Capernaum,,,,actingorsimilar,0
9896,2018,FOREIGN LANGUAGE FILM,Poland,Cold War,,,,actingorsimilar,0
9897,2018,FOREIGN LANGUAGE FILM,Germany,Never Look Away,,,,actingorsimilar,0
9898,2018,FOREIGN LANGUAGE FILM,Mexico,Roma,,,,actingorsimilar,1
9899,2018,FOREIGN LANGUAGE FILM,Japan,Shoplifters,,,,actingorsimilar,0
9900,2018,MAKEUP AND HAIRSTYLING,Göran Lundström and Pamela Goldammer,Border,,,,other,0
9901,2018,MAKEUP AND HAIRSTYLING,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Mary Queen of Scots,,,,other,0
9902,2018,MAKEUP AND HAIRSTYLING,"Greg Cannom, Kate Biscoe and Patricia Dehaney",Vice,,,,other,1
9903,2018,MUSIC (Original Score),Ludwig Goransson,Black Panther,,,,other,1
9904,2018,MUSIC (Original Score),Terence Blanchard,BlacKkKlansman,,,,other,0
9905,2018,MUSIC (Original Score),Nicholas Britell,If Beale Street Could Talk,,,,other,0
9906,2018,MUSIC (Original Score),Alexandre Desplat,Isle of Dogs,,,,other,0
9907,2018,MUSIC (Original Score),Marc Shaiman,Mary Poppins Returns,,,,other,0
9908,2018,MUSIC (Original Song),"Music by Kendrick Lamar, Mark ""Sounwave"" Spears and Anthony ""Top Dawg"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony ""Top Dawg"" Tiffith",Black Panther,,"""All The Stars""",,song,0
9909,2018,MUSIC (Original Song),Music and Lyric by Diane Warren,RBG,,"""I'll Fight""",,song,0
9910,2018,MUSIC (Original Song),Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman,Mary Poppins Returns,,"""The Place Where Lost Things Go""",,song,0
9911,2018,MUSIC (Original Song),"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",A Star Is Born,,"""Shallow""",,song,1
9912,2018,MUSIC (Original Song),Music and Lyric by Gillian Welch and David Rawlings,The Ballad of Buster Scruggs,,"""When A Cowboy Trades His Spurs For Wings""",,song,0
9913,2018,BEST PICTURE,"Kevin Feige, Producer",Black Panther,,,,actingorsimilar,0
9914,2018,BEST PICTURE,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",BlacKkKlansman,,,,actingorsimilar,0
9915,2018,BEST PICTURE,"Graham King, Producer",Bohemian Rhapsody,,,,actingorsimilar,0
9916,2018,BEST PICTURE,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",The Favourite,,,,actingorsimilar,0
9917,2018,BEST PICTURE,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,,,,actingorsimilar,1
9918,2018,BEST PICTURE,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Roma,,,,actingorsimilar,0
9919,2018,BEST PICTURE,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",A Star Is Born,,,,actingorsimilar,0
9920,2018,BEST PICTURE,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Vice,,,,actingorsimilar,0
9921,2018,PRODUCTION DESIGN,Production Design: Hannah Beachler; Set Decoration: Jay Hart,Black Panther,,,,other,1
9922,2018,PRODUCTION DESIGN,Production Design: Fiona Crombie; Set Decoration: Alice Felton,The Favourite,,,,other,0
9923,2018,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,First Man,,,,other,0
9924,2018,PRODUCTION DESIGN,Production Design: John Myhre; Set Decoration: Gordon Sim,Mary Poppins Returns,,,,other,0
9925,2018,PRODUCTION DESIGN,Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,Roma,,,,other,0
9926,2018,SHORT FILM (Animated),Alison Snowden and David Fine,Animal Behaviour,,,,other,0
9927,2018,SHORT FILM (Animated),Domee Shi and Becky Neiman-Cobb,Bao,,,,other,1
9928,2018,SHORT FILM (Animated),Louise Bagnall and Nuria González Blanco,Late Afternoon,,,,other,0
9929,2018,SHORT FILM (Animated),Andrew Chesworth and Bobby Pontillas,One Small Step,,,,other,0
9930,2018,SHORT FILM (Animated),Trevor Jimenez,Weekends,,,,other,0
9931,2018,SHORT FILM (Live Action),Vincent Lambe and Darren Mahon,Detainment,,,,other,0
9932,2018,SHORT FILM (Live Action),Jeremy Comte and Maria Gracia Turgeon,Fauve,,,,other,0
9933,2018,SHORT FILM (Live Action),Marianne Farley and Marie-Hélène Panisset,Marguerite,,,,other,0
9934,2018,SHORT FILM (Live Action),Rodrigo Sorogoyen and María del Puy Alvarado,Mother,,,,other,0
9935,2018,SHORT FILM (Live Action),Guy Nattiv and Jaime Ray Newman,Skin,,,,other,1
9936,2018,SOUND EDITING,Benjamin A. Burtt and Steve Boeddeker,Black Panther,,,,actingorsimilar,0
9937,2018,SOUND EDITING,John Warhurst and Nina Hartstone,Bohemian Rhapsody,,,,actingorsimilar,1
9938,2018,SOUND EDITING,Ai-Ling Lee and Mildred Iatrou Morgan,First Man,,,,actingorsimilar,0
9939,2018,SOUND EDITING,Ethan Van der Ryn and Erik Aadahl,A Quiet Place,,,,actingorsimilar,0
9940,2018,SOUND EDITING,Sergio Díaz and Skip Lievsay,Roma,,,,actingorsimilar,0
9941,2018,SOUND MIXING,"Steve Boeddeker, Brandon Proctor and Peter Devlin",Black Panther,,,,actingorsimilar,0
9942,2018,SOUND MIXING,"Paul Massey, Tim Cavagin and John Casali",Bohemian Rhapsody,,,,actingorsimilar,1
9943,2018,SOUND MIXING,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",First Man,,,,actingorsimilar,0
9944,2018,SOUND MIXING,"Skip Lievsay, Craig Henighan and José Antonio García",Roma,,,,actingorsimilar,0
9945,2018,SOUND MIXING,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",A Star Is Born,,,,actingorsimilar,0
9946,2018,VISUAL EFFECTS,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",Avengers: Infinity War,,,,actingorsimilar,0
9947,2018,VISUAL EFFECTS,"Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould",Christopher Robin,,,,actingorsimilar,0
9948,2018,VISUAL EFFECTS,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",First Man,,,,actingorsimilar,1
9949,2018,VISUAL EFFECTS,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",Ready Player One,,,,actingorsimilar,0
9950,2018,VISUAL EFFECTS,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",Solo: A Star Wars Story,,,,actingorsimilar,0
9951,2018,WRITING (Adapted Screenplay),Written by Joel Coen & Ethan Coen,The Ballad of Buster Scruggs,,,,actingorsimilar,0
9952,2018,WRITING (Adapted Screenplay),Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,BlacKkKlansman,,,,actingorsimilar,1
9953,2018,WRITING (Adapted Screenplay),Screenplay by Nicole Holofcener and Jeff Whitty,Can You Ever Forgive Me?,,,,actingorsimilar,0
9954,2018,WRITING (Adapted Screenplay),Written for the screen by Barry Jenkins,If Beale Street Could Talk,,,,actingorsimilar,0
